start,end,id,species,sr,db
8/6/2019 4:00:00,8/6/2019 5:00:00,3305,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 5:00:00,8/6/2019 6:00:00,3306,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 6:00:00,8/6/2019 7:00:00,3307,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 7:00:00,8/6/2019 8:00:00,3308,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 8:00:00,8/6/2019 9:00:00,3309,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 9:00:00,8/6/2019 10:00:00,3310,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 10:00:00,8/6/2019 11:00:00,3311,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 11:00:00,8/6/2019 12:00:00,3312,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 12:00:00,8/6/2019 13:00:00,3313,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 13:00:00,8/6/2019 14:00:00,3314,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 14:00:00,8/6/2019 15:00:00,3315,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 15:00:00,8/6/2019 16:00:00,3316,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 16:00:00,8/6/2019 17:00:00,3317,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 17:00:00,8/6/2019 18:00:00,3318,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 18:00:00,8/6/2019 19:00:00,3319,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 19:00:00,8/6/2019 20:00:00,3320,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 20:00:00,8/6/2019 21:00:00,3321,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 21:00:00,8/6/2019 22:00:00,3322,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 22:00:00,8/6/2019 23:00:00,3323,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/6/2019 23:00:00,8/7/2019 0:00:00,3324,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 0:00:00,8/7/2019 1:00:00,3325,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 1:00:00,8/7/2019 2:00:00,3326,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 2:00:00,8/7/2019 3:00:00,3327,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 3:00:00,8/7/2019 4:00:00,3328,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 4:00:00,8/7/2019 5:00:00,3329,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 5:00:00,8/7/2019 6:00:00,3330,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 6:00:00,8/7/2019 7:00:00,3331,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 7:00:00,8/7/2019 8:00:00,3332,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 8:00:00,8/7/2019 9:00:00,3333,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 9:00:00,8/7/2019 10:00:00,3334,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 10:00:00,8/7/2019 11:00:00,3335,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 11:00:00,8/7/2019 12:00:00,3336,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 12:00:00,8/7/2019 13:00:00,3337,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 13:00:00,8/7/2019 14:00:00,3338,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 14:00:00,8/7/2019 15:00:00,3339,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 15:00:00,8/7/2019 16:00:00,3340,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 16:00:00,8/7/2019 17:00:00,3341,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 17:00:00,8/7/2019 18:00:00,3342,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 18:00:00,8/7/2019 19:00:00,3343,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 19:00:00,8/7/2019 20:00:00,3344,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 20:00:00,8/7/2019 21:00:00,3345,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 21:00:00,8/7/2019 22:00:00,3346,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 22:00:00,8/7/2019 23:00:00,3347,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/7/2019 23:00:00,8/8/2019 0:00:00,3348,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 0:00:00,8/8/2019 1:00:00,3349,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 1:00:00,8/8/2019 2:00:00,3350,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 2:00:00,8/8/2019 3:00:00,3351,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 3:00:00,8/8/2019 4:00:00,3352,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 4:00:00,8/8/2019 5:00:00,3353,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 5:00:00,8/8/2019 6:00:00,3354,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 6:00:00,8/8/2019 7:00:00,3355,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 7:00:00,8/8/2019 8:00:00,3356,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 8:00:00,8/8/2019 9:00:00,3357,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 9:00:00,8/8/2019 10:00:00,3358,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 10:00:00,8/8/2019 11:00:00,3359,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 11:00:00,8/8/2019 12:00:00,3360,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 12:00:00,8/8/2019 13:00:00,3361,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 13:00:00,8/8/2019 14:00:00,3362,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 14:00:00,8/8/2019 15:00:00,3363,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 15:00:00,8/8/2019 16:00:00,3364,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 16:00:00,8/8/2019 17:00:00,3365,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 17:00:00,8/8/2019 18:00:00,3366,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 18:00:00,8/8/2019 19:00:00,3367,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 19:00:00,8/8/2019 20:00:00,3368,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 20:00:00,8/8/2019 21:00:00,3369,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 21:00:00,8/8/2019 22:00:00,3370,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 22:00:00,8/8/2019 23:00:00,3371,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/8/2019 23:00:00,8/9/2019 0:00:00,3372,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 0:00:00,8/9/2019 1:00:00,3373,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 1:00:00,8/9/2019 2:00:00,3374,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 2:00:00,8/9/2019 3:00:00,3375,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 3:00:00,8/9/2019 4:00:00,3376,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 4:00:00,8/9/2019 5:00:00,3377,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 5:00:00,8/9/2019 6:00:00,3378,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 6:00:00,8/9/2019 7:00:00,3379,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 7:00:00,8/9/2019 8:00:00,3380,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 8:00:00,8/9/2019 9:00:00,3381,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 9:00:00,8/9/2019 10:00:00,3382,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 10:00:00,8/9/2019 11:00:00,3383,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 11:00:00,8/9/2019 12:00:00,3384,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 12:00:00,8/9/2019 13:00:00,3385,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 13:00:00,8/9/2019 14:00:00,3386,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 14:00:00,8/9/2019 15:00:00,3387,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 15:00:00,8/9/2019 16:00:00,3388,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 16:00:00,8/9/2019 17:00:00,3389,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 17:00:00,8/9/2019 18:00:00,3390,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 18:00:00,8/9/2019 19:00:00,3391,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 19:00:00,8/9/2019 20:00:00,3392,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 20:00:00,8/9/2019 21:00:00,3393,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 21:00:00,8/9/2019 22:00:00,3394,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 22:00:00,8/9/2019 23:00:00,3395,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/9/2019 23:00:00,8/10/2019 0:00:00,3396,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 0:00:00,8/10/2019 1:00:00,3397,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 1:00:00,8/10/2019 2:00:00,3398,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 2:00:00,8/10/2019 3:00:00,3399,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 3:00:00,8/10/2019 4:00:00,3400,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 4:00:00,8/10/2019 5:00:00,3401,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 5:00:00,8/10/2019 6:00:00,3402,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 6:00:00,8/10/2019 7:00:00,3403,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 7:00:00,8/10/2019 8:00:00,3404,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 8:00:00,8/10/2019 9:00:00,3405,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 9:00:00,8/10/2019 10:00:00,3406,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 10:00:00,8/10/2019 11:00:00,3407,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 11:00:00,8/10/2019 12:00:00,3408,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 12:00:00,8/10/2019 13:00:00,3409,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 13:00:00,8/10/2019 14:00:00,3410,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 14:00:00,8/10/2019 15:00:00,3411,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 15:00:00,8/10/2019 16:00:00,3412,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 16:00:00,8/10/2019 17:00:00,3413,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 17:00:00,8/10/2019 18:00:00,3414,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 18:00:00,8/10/2019 19:00:00,3415,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 19:00:00,8/10/2019 20:00:00,3416,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 20:00:00,8/10/2019 21:00:00,3417,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 21:00:00,8/10/2019 22:00:00,3418,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 22:00:00,8/10/2019 23:00:00,3419,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/10/2019 23:00:00,8/11/2019 0:00:00,3420,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 0:00:00,8/11/2019 1:00:00,3421,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 1:00:00,8/11/2019 2:00:00,3422,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 2:00:00,8/11/2019 3:00:00,3423,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 3:00:00,8/11/2019 4:00:00,3424,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 4:00:00,8/11/2019 5:00:00,3425,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 5:00:00,8/11/2019 6:00:00,3426,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 6:00:00,8/11/2019 7:00:00,3427,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 7:00:00,8/11/2019 8:00:00,3428,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 8:00:00,8/11/2019 9:00:00,3429,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 9:00:00,8/11/2019 10:00:00,3430,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 10:00:00,8/11/2019 11:00:00,3431,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 11:00:00,8/11/2019 12:00:00,3432,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 12:00:00,8/11/2019 13:00:00,3433,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 13:00:00,8/11/2019 14:00:00,3434,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 14:00:00,8/11/2019 15:00:00,3435,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 15:00:00,8/11/2019 16:00:00,3436,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 16:00:00,8/11/2019 17:00:00,3437,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 17:00:00,8/11/2019 18:00:00,3438,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 18:00:00,8/11/2019 19:00:00,3439,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 19:00:00,8/11/2019 20:00:00,3440,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 20:00:00,8/11/2019 21:00:00,3441,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 21:00:00,8/11/2019 22:00:00,3442,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 22:00:00,8/11/2019 23:00:00,3443,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/11/2019 23:00:00,8/12/2019 0:00:00,3444,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 0:00:00,8/12/2019 1:00:00,3445,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 1:00:00,8/12/2019 2:00:00,3446,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 2:00:00,8/12/2019 3:00:00,3447,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 3:00:00,8/12/2019 4:00:00,3448,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 4:00:00,8/12/2019 5:00:00,3449,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 5:00:00,8/12/2019 6:00:00,3450,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 6:00:00,8/12/2019 7:00:00,3451,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 7:00:00,8/12/2019 8:00:00,3452,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 8:00:00,8/12/2019 9:00:00,3453,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 9:00:00,8/12/2019 10:00:00,3454,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 10:00:00,8/12/2019 11:00:00,3455,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 11:00:00,8/12/2019 12:00:00,3456,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 12:00:00,8/12/2019 13:00:00,3457,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 13:00:00,8/12/2019 14:00:00,3458,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 14:00:00,8/12/2019 15:00:00,3459,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 15:00:00,8/12/2019 16:00:00,3460,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 16:00:00,8/12/2019 17:00:00,3461,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 17:00:00,8/12/2019 18:00:00,3462,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 18:00:00,8/12/2019 19:00:00,3463,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 19:00:00,8/12/2019 20:00:00,3464,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 20:00:00,8/12/2019 21:00:00,3465,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 21:00:00,8/12/2019 22:00:00,3466,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 22:00:00,8/12/2019 23:00:00,3467,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/12/2019 23:00:00,8/13/2019 0:00:00,3468,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 0:00:00,8/13/2019 1:00:00,3469,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 1:00:00,8/13/2019 2:00:00,3470,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 2:00:00,8/13/2019 3:00:00,3471,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 3:00:00,8/13/2019 4:00:00,3472,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 4:00:00,8/13/2019 5:00:00,3473,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 5:00:00,8/13/2019 6:00:00,3474,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 6:00:00,8/13/2019 7:00:00,3475,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 7:00:00,8/13/2019 8:00:00,3476,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 8:00:00,8/13/2019 9:00:00,3477,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 9:00:00,8/13/2019 10:00:00,3478,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 10:00:00,8/13/2019 11:00:00,3479,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 11:00:00,8/13/2019 12:00:00,3480,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 12:00:00,8/13/2019 13:00:00,3481,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 13:00:00,8/13/2019 14:00:00,3482,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 14:00:00,8/13/2019 15:00:00,3483,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 15:00:00,8/13/2019 16:00:00,3484,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 16:00:00,8/13/2019 17:00:00,3485,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 17:00:00,8/13/2019 18:00:00,3486,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 18:00:00,8/13/2019 19:00:00,3487,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 19:00:00,8/13/2019 20:00:00,3488,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 20:00:00,8/13/2019 21:00:00,3489,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 21:00:00,8/13/2019 22:00:00,3490,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 22:00:00,8/13/2019 23:00:00,3491,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 23:00:00,8/14/2019 0:00:00,3492,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 0:00:00,8/14/2019 1:00:00,3493,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 1:00:00,8/14/2019 2:00:00,3494,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 2:00:00,8/14/2019 3:00:00,3495,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 3:00:00,8/14/2019 4:00:00,3496,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 4:00:00,8/14/2019 5:00:00,3497,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 5:00:00,8/14/2019 6:00:00,3498,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 6:00:00,8/14/2019 7:00:00,3499,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 7:00:00,8/14/2019 8:00:00,3500,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 8:00:00,8/14/2019 9:00:00,3501,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 9:00:00,8/14/2019 10:00:00,3502,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 10:00:00,8/14/2019 11:00:00,3503,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 11:00:00,8/14/2019 12:00:00,3504,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 12:00:00,8/14/2019 13:00:00,3505,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 13:00:00,8/14/2019 14:00:00,3506,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 14:00:00,8/14/2019 15:00:00,3507,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 15:00:00,8/14/2019 16:00:00,3508,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 16:00:00,8/14/2019 17:00:00,3509,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 17:00:00,8/14/2019 18:00:00,3510,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 18:00:00,8/14/2019 19:00:00,3511,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 19:00:00,8/14/2019 20:00:00,3512,X999,144000,PAM20209_Zahn_narluga_kong.sqlite3
