start,end,id,species,sr,db
8/12/2019 18:00:00,8/13/2019 0:00:00,32,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 0:00:00,8/13/2019 6:00:00,33,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 6:00:00,8/13/2019 12:00:00,34,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 12:00:00,8/13/2019 18:00:00,35,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/13/2019 18:00:00,8/14/2019 0:00:00,36,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 0:00:00,8/14/2019 6:00:00,37,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 6:00:00,8/14/2019 12:00:00,38,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 12:00:00,8/14/2019 18:00:00,39,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/14/2019 18:00:00,8/15/2019 0:00:00,40,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/15/2019 0:00:00,8/15/2019 6:00:00,41,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/15/2019 6:00:00,8/15/2019 12:00:00,42,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/15/2019 12:00:00,8/15/2019 18:00:00,43,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/15/2019 18:00:00,8/16/2019 0:00:00,44,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/16/2019 0:00:00,8/16/2019 6:00:00,45,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/16/2019 6:00:00,8/16/2019 12:00:00,46,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/16/2019 12:00:00,8/16/2019 18:00:00,47,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/16/2019 18:00:00,8/17/2019 0:00:00,48,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/17/2019 0:00:00,8/17/2019 6:00:00,49,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/17/2019 6:00:00,8/17/2019 12:00:00,50,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/17/2019 12:00:00,8/17/2019 18:00:00,51,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/17/2019 18:00:00,8/18/2019 0:00:00,52,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/18/2019 0:00:00,8/18/2019 6:00:00,53,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/18/2019 6:00:00,8/18/2019 12:00:00,54,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/18/2019 12:00:00,8/18/2019 18:00:00,55,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/18/2019 18:00:00,8/19/2019 0:00:00,56,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/19/2019 0:00:00,8/19/2019 6:00:00,57,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/19/2019 6:00:00,8/19/2019 12:00:00,58,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/19/2019 12:00:00,8/19/2019 18:00:00,59,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/19/2019 18:00:00,8/20/2019 0:00:00,60,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/20/2019 0:00:00,8/20/2019 6:00:00,61,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/20/2019 6:00:00,8/20/2019 12:00:00,62,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/20/2019 12:00:00,8/20/2019 18:00:00,63,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/20/2019 18:00:00,8/21/2019 0:00:00,64,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/21/2019 0:00:00,8/21/2019 6:00:00,65,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/21/2019 6:00:00,8/21/2019 12:00:00,66,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/21/2019 12:00:00,8/21/2019 18:00:00,67,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/21/2019 18:00:00,8/22/2019 0:00:00,68,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/22/2019 0:00:00,8/22/2019 6:00:00,69,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/22/2019 6:00:00,8/22/2019 12:00:00,70,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/22/2019 12:00:00,8/22/2019 18:00:00,71,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/22/2019 18:00:00,8/23/2019 0:00:00,72,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/23/2019 0:00:00,8/23/2019 6:00:00,73,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/23/2019 6:00:00,8/23/2019 12:00:00,74,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/23/2019 12:00:00,8/23/2019 18:00:00,75,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/23/2019 18:00:00,8/24/2019 0:00:00,76,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/24/2019 0:00:00,8/24/2019 6:00:00,77,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/24/2019 6:00:00,8/24/2019 12:00:00,78,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/24/2019 12:00:00,8/24/2019 18:00:00,79,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/24/2019 18:00:00,8/25/2019 0:00:00,80,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/25/2019 0:00:00,8/25/2019 6:00:00,81,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/25/2019 6:00:00,8/25/2019 12:00:00,82,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/25/2019 12:00:00,8/25/2019 18:00:00,83,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/25/2019 18:00:00,8/26/2019 0:00:00,84,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/26/2019 0:00:00,8/26/2019 6:00:00,85,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/26/2019 6:00:00,8/26/2019 12:00:00,86,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/26/2019 12:00:00,8/26/2019 18:00:00,87,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/26/2019 18:00:00,8/27/2019 0:00:00,88,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/27/2019 0:00:00,8/27/2019 6:00:00,89,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/27/2019 6:00:00,8/27/2019 12:00:00,90,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/27/2019 12:00:00,8/27/2019 18:00:00,91,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/27/2019 18:00:00,8/28/2019 0:00:00,92,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/28/2019 0:00:00,8/28/2019 6:00:00,93,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/28/2019 6:00:00,8/28/2019 12:00:00,94,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/28/2019 12:00:00,8/28/2019 18:00:00,95,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/28/2019 18:00:00,8/29/2019 0:00:00,96,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/29/2019 0:00:00,8/29/2019 6:00:00,97,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/29/2019 6:00:00,8/29/2019 12:00:00,98,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/29/2019 12:00:00,8/29/2019 18:00:00,99,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/29/2019 18:00:00,8/30/2019 0:00:00,100,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/30/2019 0:00:00,8/30/2019 6:00:00,101,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/30/2019 6:00:00,8/30/2019 12:00:00,102,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/30/2019 12:00:00,8/30/2019 18:00:00,103,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/30/2019 18:00:00,8/31/2019 0:00:00,104,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/31/2019 0:00:00,8/31/2019 6:00:00,105,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/31/2019 6:00:00,8/31/2019 12:00:00,106,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/31/2019 12:00:00,8/31/2019 18:00:00,107,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
8/31/2019 18:00:00,9/1/2019 0:00:00,108,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/1/2019 0:00:00,9/1/2019 6:00:00,109,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/1/2019 6:00:00,9/1/2019 12:00:00,110,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/1/2019 12:00:00,9/1/2019 18:00:00,111,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/1/2019 18:00:00,9/2/2019 0:00:00,112,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/2/2019 0:00:00,9/2/2019 6:00:00,113,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/2/2019 6:00:00,9/2/2019 12:00:00,114,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/2/2019 12:00:00,9/2/2019 18:00:00,115,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/2/2019 18:00:00,9/3/2019 0:00:00,116,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/3/2019 0:00:00,9/3/2019 6:00:00,117,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/3/2019 6:00:00,9/3/2019 12:00:00,118,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/3/2019 12:00:00,9/3/2019 18:00:00,119,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/3/2019 18:00:00,9/4/2019 0:00:00,120,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/4/2019 0:00:00,9/4/2019 6:00:00,121,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/4/2019 6:00:00,9/4/2019 12:00:00,122,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/4/2019 12:00:00,9/4/2019 18:00:00,123,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/4/2019 18:00:00,9/5/2019 0:00:00,124,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/5/2019 0:00:00,9/5/2019 6:00:00,125,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/5/2019 6:00:00,9/5/2019 12:00:00,126,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/5/2019 12:00:00,9/5/2019 18:00:00,127,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/5/2019 18:00:00,9/6/2019 0:00:00,128,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/6/2019 0:00:00,9/6/2019 6:00:00,129,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/6/2019 6:00:00,9/6/2019 12:00:00,130,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/6/2019 12:00:00,9/6/2019 18:00:00,131,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/6/2019 18:00:00,9/7/2019 0:00:00,132,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/7/2019 0:00:00,9/7/2019 6:00:00,133,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/7/2019 6:00:00,9/7/2019 12:00:00,134,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/7/2019 12:00:00,9/7/2019 18:00:00,135,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/7/2019 18:00:00,9/8/2019 0:00:00,136,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/8/2019 0:00:00,9/8/2019 6:00:00,137,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/8/2019 6:00:00,9/8/2019 12:00:00,138,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/8/2019 12:00:00,9/8/2019 18:00:00,139,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/8/2019 18:00:00,9/9/2019 0:00:00,140,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/9/2019 0:00:00,9/9/2019 6:00:00,141,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/9/2019 6:00:00,9/9/2019 12:00:00,142,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/9/2019 12:00:00,9/9/2019 18:00:00,143,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/9/2019 18:00:00,9/10/2019 0:00:00,144,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/10/2019 0:00:00,9/10/2019 6:00:00,145,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/10/2019 6:00:00,9/10/2019 12:00:00,146,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/10/2019 12:00:00,9/10/2019 18:00:00,147,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/10/2019 18:00:00,9/11/2019 0:00:00,148,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/11/2019 0:00:00,9/11/2019 6:00:00,149,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/11/2019 6:00:00,9/11/2019 12:00:00,150,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/11/2019 12:00:00,9/11/2019 18:00:00,151,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/11/2019 18:00:00,9/12/2019 0:00:00,152,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/12/2019 0:00:00,9/12/2019 6:00:00,153,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/12/2019 6:00:00,9/12/2019 12:00:00,154,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/12/2019 12:00:00,9/12/2019 18:00:00,155,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/12/2019 18:00:00,9/13/2019 0:00:00,156,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/13/2019 0:00:00,9/13/2019 6:00:00,157,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/13/2019 6:00:00,9/13/2019 12:00:00,158,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/13/2019 12:00:00,9/13/2019 18:00:00,159,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/13/2019 18:00:00,9/14/2019 0:00:00,160,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/14/2019 0:00:00,9/14/2019 6:00:00,161,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/14/2019 6:00:00,9/14/2019 12:00:00,162,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/14/2019 12:00:00,9/14/2019 18:00:00,163,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/14/2019 18:00:00,9/15/2019 0:00:00,164,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/15/2019 0:00:00,9/15/2019 6:00:00,165,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/15/2019 6:00:00,9/15/2019 12:00:00,166,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/15/2019 12:00:00,9/15/2019 18:00:00,167,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/15/2019 18:00:00,9/16/2019 0:00:00,168,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/16/2019 0:00:00,9/16/2019 6:00:00,169,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/16/2019 6:00:00,9/16/2019 12:00:00,170,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/16/2019 12:00:00,9/16/2019 18:00:00,171,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/16/2019 18:00:00,9/17/2019 0:00:00,172,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/17/2019 0:00:00,9/17/2019 6:00:00,173,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/17/2019 6:00:00,9/17/2019 12:00:00,174,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/17/2019 12:00:00,9/17/2019 18:00:00,175,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/17/2019 18:00:00,9/18/2019 0:00:00,176,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/18/2019 0:00:00,9/18/2019 6:00:00,177,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/18/2019 6:00:00,9/18/2019 12:00:00,178,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/18/2019 12:00:00,9/18/2019 18:00:00,179,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/18/2019 18:00:00,9/19/2019 0:00:00,180,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/19/2019 0:00:00,9/19/2019 6:00:00,181,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/19/2019 6:00:00,9/19/2019 12:00:00,182,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/19/2019 12:00:00,9/19/2019 18:00:00,183,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/19/2019 18:00:00,9/20/2019 0:00:00,184,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/20/2019 0:00:00,9/20/2019 6:00:00,185,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/20/2019 6:00:00,9/20/2019 12:00:00,186,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/20/2019 12:00:00,9/20/2019 18:00:00,187,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/20/2019 18:00:00,9/21/2019 0:00:00,188,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/21/2019 0:00:00,9/21/2019 6:00:00,189,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/21/2019 6:00:00,9/21/2019 12:00:00,190,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/21/2019 12:00:00,9/21/2019 18:00:00,191,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/21/2019 18:00:00,9/22/2019 0:00:00,192,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/22/2019 0:00:00,9/22/2019 6:00:00,193,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/22/2019 6:00:00,9/22/2019 12:00:00,194,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/22/2019 12:00:00,9/22/2019 18:00:00,195,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/22/2019 18:00:00,9/23/2019 0:00:00,196,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/23/2019 0:00:00,9/23/2019 6:00:00,197,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/23/2019 6:00:00,9/23/2019 12:00:00,198,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/23/2019 12:00:00,9/23/2019 18:00:00,199,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/23/2019 18:00:00,9/24/2019 0:00:00,200,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/24/2019 0:00:00,9/24/2019 6:00:00,201,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/24/2019 6:00:00,9/24/2019 12:00:00,202,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/24/2019 12:00:00,9/24/2019 18:00:00,203,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/24/2019 18:00:00,9/25/2019 0:00:00,204,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/25/2019 0:00:00,9/25/2019 6:00:00,205,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/25/2019 6:00:00,9/25/2019 12:00:00,206,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/25/2019 12:00:00,9/25/2019 18:00:00,207,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/25/2019 18:00:00,9/26/2019 0:00:00,208,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/26/2019 0:00:00,9/26/2019 6:00:00,209,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/26/2019 6:00:00,9/26/2019 12:00:00,210,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/26/2019 12:00:00,9/26/2019 18:00:00,211,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/26/2019 18:00:00,9/27/2019 0:00:00,212,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/27/2019 0:00:00,9/27/2019 6:00:00,213,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/27/2019 6:00:00,9/27/2019 12:00:00,214,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/27/2019 12:00:00,9/27/2019 18:00:00,215,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/27/2019 18:00:00,9/28/2019 0:00:00,216,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/28/2019 0:00:00,9/28/2019 6:00:00,217,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/28/2019 6:00:00,9/28/2019 12:00:00,218,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/28/2019 12:00:00,9/28/2019 18:00:00,219,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/28/2019 18:00:00,9/29/2019 0:00:00,220,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/29/2019 0:00:00,9/29/2019 6:00:00,221,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/29/2019 6:00:00,9/29/2019 12:00:00,222,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/29/2019 12:00:00,9/29/2019 18:00:00,223,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/29/2019 18:00:00,9/30/2019 0:00:00,224,X085,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/30/2019 0:00:00,9/30/2019 6:00:00,225,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/30/2019 6:00:00,9/30/2019 12:00:00,226,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/30/2019 12:00:00,9/30/2019 18:00:00,227,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
9/30/2019 18:00:00,10/1/2019 0:00:00,228,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/1/2019 0:00:00,10/1/2019 6:00:00,229,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/1/2019 6:00:00,10/1/2019 12:00:00,230,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/1/2019 12:00:00,10/1/2019 18:00:00,231,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/1/2019 18:00:00,10/2/2019 0:00:00,232,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/2/2019 0:00:00,10/2/2019 6:00:00,233,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
10/2/2019 6:00:00,10/2/2019 12:00:00,234,NOISE,144000,PAM20209_Zahn_narluga_kong.sqlite3
